FMZ1CODE,FMZ2CODE,DMA1CODE,DMA2CODE,METRICCALCULATED,GENID,GISID,SHORTGISID,TWGUID,LIFECYCLESTATUS,NETWORKCODE1,NETWORKCODE2,METERTYPE,SHAPEX,SHAPEY,geometry
ZHAM30,None,None,None,304.8,22077395,1789976,12D5K,DE3E1029-9352-11D6-9595-0002A54212B3,LIVE,ZHAM30,None,VENT,519020.8908128,175025.08669414,POINT (519020.89080000017 175025.08669999987)
ZABINB,ZHURTW,ZABINB01,ZHURTW04,152.4,25158383,1796401,12I41,5B715CDE-3B34-4EF8-83E3-81C13A630E2A,LIVE,ZABINB01,ZHURTW04,UNK,512232,145148.4,POINT (512232 145148.40000000037)
ZWCTOW,None,ZWCTOW03,ZWCTOW04,355,16338241,1789191,12CJR,4C313777-934D-11D6-9595-0002A54212B3,LIVE,ZWCTOW03,ZWCTOW04,UNK,447452.5,165253.80000000002,POINT (447452.5 165253.80000000075)
ZHAM36,ZOVPRV,None,None,600,25573821,1795743,12HLR,533CCBB6-2A1A-40E1-92E1-CB69E2DB580D,LIVE,ZHAM36,ZOVPRV,UNK,531252.5,177556,POINT (531252.5 177556)
ZNORWD,None,ZNORWD07,ZNORWD10,177.8,22033062,1790757,12DR9,067F950E-9355-11D6-9595-0002A54212B3,LIVE,ZNORWD10,ZNORWD07,VENT,530394.6622,173482.8699,POINT (530394.6622000001 173482.86989999935)
None,None,None,None,152.4,14247724,1795984,12HSG,50E3C92B-934F-11D6-9595-0002A54212B3,LIVE,ZCHINR01,None,UNK,469849.7,193974.9,POINT (469849.7000000002 193974.90000000037)
ZWOODF,None,ZWOODF33,None,127,19084908,1791379,12E8J,8E615651-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF,ZWOODF33,VENT,539179.29135746,186111.35790542,POINT (539179.2914000005 186111.35789999925)
ZCRYSB,None,ZCRYSB04,ZCRYSB09,150,25070570,1790612,12DN8,3316FD81-9355-11D6-9595-0002A54212B3,LIVE,ZCRYSB09,ZCRYSB04,VENT,532501.4,171024.4,POINT (532501.4000000004 171024.40000000037)
ZFINSB,None,ZFINSB,ZFINSB79,100,null,8664925,56QWD,None,LIVE,ZFINSB,ZFINSB79,None,536645.1596,182587.2147,POINT (536645.1595999999 182587.21470000036)
ZDNSTW,ZSHENT,ZDNSTW01,ZSHENT01,150,21793313,1796230,12HZA,4CC7BF11-9349-11D6-9595-0002A54212B3,LIVE,ZDNSTW01,ZSHENT01,VENT,442507.3,235644.5,POINT (442507.2999999998 235644.5)
None,None,ZSUHIL11,None,304.8,25721964,1790100,12D90,90ECEA73-25B6-49E4-85B3-D639F54B9C86,LIVE,ZSUHIL11,ZWKREGCN,UNK,529006.5,181294.7,POINT (529006.5 181294.69999999925)
ZPUTNY,None,ZPUTNY24,ZPUTNY45,304.8,25523948,1789468,12CRG,A4F58BBC-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY24,ZPUTNY45,VENT,527602,178677.30000000002,POINT (527602 178677.30000000075)
ZFINSB,None,ZFINSB90,None,180,null,9576986,6PANE,None,LIVE,ZFINSB90,None,None,535354.57638266,185038.17035376,POINT (535354.5763999997 185038.17039999925)
ZCHESS,None,None,ZCHESS12,254,16392640,1789579,12CUJ,46CCDB72-9352-11D6-9595-0002A54212B3,LIVE,ZCHESS,ZCHESS12,VENT,515197.1361,165760.4126,POINT (515197.13609999977 165760.41259999946)
ZCHURN,None,ZCHURN01,None,228.6,22131298,1795874,12HPE,E6AE2AD8-934D-11D6-9595-0002A54212B3,LIVE,ZCHURN01,ZCHURN,UNK,451749.3,184776.1,POINT (451749.2999999998 184776.09999999963)
ZWOODF,None,None,ZWOODF146,177.8,21876924,1791380,12E8K,834775EC-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF,ZWOODF146,VENT,539162.5804,183136.3335,POINT (539162.5804000003 183136.33349999972)
ZKIDTN,None,ZKIDTN03,None,228.6,16319864,1789062,12CG6,0D604C19-9349-11D6-9595-0002A54212B3,LIVE,ZKIDTN03,ZKIDTN,VENT,449379.2,213663.1,POINT (449379.2000000002 213663.09999999963)
<Null>,ZHAM36,<Null>,ZHAM3629,254,26330651,1790460,12DJ0,4FBCE5A2-9355-11D6-9595-0002A54212B3,LIVE,ZHAM36,ZHAM3629,VENT,533220.15188881,179278.60721205,POINT (533220.1518999999 179278.60720000044)
None,None,ZRIVSE16,ZRIVSE15,304.8,19081803,1791620,12EF8,2B115AE4-9358-11D6-9595-0002A54212B3,LIVE,ZRIVSE16,ZRIVSE15,VENT,547303.5,180358.4,POINT (547303.5 180358.40000000037)
ZSUHIL,None,ZSUHIL11,ZSUHIL33,152.4,22056014,1790352,12DG0,5761CA7A-9354-11D6-9595-0002A54212B3,DCOM,ZSUHIL11,ZSUHIL33,FBM,528255.4,182084.80000000002,POINT (528255.4000000004 182084.80000000075)
ZUPHIL,ZWKREGWE,ZUPHIL03,None,304.8,null,7745702,5M1ME,None,LIVE,ZUPHIL03,ZWKREGWE,None,489807.73273016,207371.02185033,POINT (489807.7326999996 207371.02190000005)
None,ZSEWRD,None,None,null,null,7564184,4I5K8,None,LIVE,ZWKREGEN,ZSEWRD,OTH,530945.3067,193628.284,POINT (530945.3066999996 193628.28399999999)
ZSHOTV,None,ZSHOTV03,None,152.4,22070033,1789174,12CJA,B96437E2-9349-11D6-9595-0002A54212B3,LIVE,ZSHOTV03,ZSHOTV,VENT,455064.4,206391.1,POINT (455064.4000000004 206391.09999999963)
ZCOLDA,None,ZCOLDA04,None,355,26579631,1794336,12GIO,82CE9D15-B94E-482B-94EE-245057E05E7B,LIVE,ZCOLDA04,ZCOLDA,UNK,450602.9,171368.9,POINT (450602.9000000004 171368.90000000037)
ZBICLY,None,None,None,457.2,25544507,1796065,12HUP,4A731490-FCE9-4180-B920-957512CC92C0,LIVE,ZBICLY,ZWKREGES,UNK,542195.7,169724.7,POINT (542195.7000000002 169724.69999999925)
ZABIND,None,ZABIND01,ZABIND02,200,16353520,1789193,12CJT,C7B900CD-934D-11D6-9595-0002A54212B3,LIVE,ZABIND02,ZABIND02,VENT,448802.5,196816.6,POINT (448802.5 196816.59999999963)
ZSUHIL,None,ZSUHIL49,None,177.8,25051670,1790339,12DFN,B8C9315D-25DB-498A-974E-BA7996BC5801,LIVE,ZWKREGCN,ZSUHIL49,UNK,527942,180586.5,POINT (527942 180586.5)
ZCHIGW,ZWOODF,None,None,600,25074885,1796012,12HT8,F3A95CB4-9356-11D6-9595-0002A54212B3,LIVE,ZCHIGW,ZWOODF,UNK,539250.5,190209.4,POINT (539250.5 190209.40000000037)
ZWIDDN,None,ZWIDDN13,None,150,14362997,1789543,12CTJ,7B9A47EE-9350-11D6-9595-0002A54212B3,LIVE,ZWIDDN13,ZWIDDN,VENT,489004.18374466,190906.96344533,POINT (489004.18369999994 190906.9634000007)
ZMAIDL,None,ZMAIDL19,None,152.4,16377590,1790890,12DUY,C86184DE-9355-11D6-9595-0002A54212B3,LIVE,ZMAIDL19,ZMAIDL,VENT,530703.9,183064.7,POINT (530703.9000000004 183064.69999999925)
ZWIDDN,None,ZWIDDN08,None,152.4,14347473,1789462,12CRA,58F050C2-9350-11D6-9595-0002A54212B3,LIVE,ZWIDDN08,ZWIDDN,VENT,484032.7,193188.5,POINT (484032.7000000002 193188.5)
ZWOODF,None,ZWOODF44,ZWOODF45,200,25024720,1791772,12EJG,19DDBE29-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF45,ZWOODF45,VENT,542135.9,185267.5,POINT (542135.9000000004 185267.5)
None,None,None,None,1066.8,25151517,1792416,12F1C,71A605D5-217B-4636-BD3F-325785A3FFD8,LIVE,TF000147,None,IP,522832.3,185809.4,POINT (522832.2999999998 185809.40000000037)
ZSTMAS,None,ZSTMAS01,None,152.4,25316776,1796342,12I2E,C1D3C81D-93F0-4C34-9CDF-1BC822184340,LIVE,ZSTMAS01,ZSTMAS,UNK,502588.8,148322.9,POINT (502588.7999999998 148322.90000000037)
ZFINSB,None,ZFINSB14,None,101.60000000000001,22077903,1791318,12E6U,2992F022-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB14,ZFINSB,VENT,534755.4,181807.4,POINT (534755.4000000004 181807.40000000037)
ZBAYTW,None,None,ZBAYTW01,127,null,8793956,58HHK,None,LIVE,ZBAYTW,ZBAYTW01,None,428763.8017215,177870.25977339,POINT (428763.8016999997 177870.25980000012)
ZFINSB,None,ZFINSB62,None,250,26327571,1791206,12E3Q,11303CD9-BB23-4D5F-8F4B-9960C8C7A25E,LIVE,ZFINSB62,ZFINSB,UNK,535186.8,181429.9,POINT (535186.7999999998 181429.90000000037)
None,None,None,None,450,null,7570028,4I93K,None,LIVE,TF000182,None,None,460691.14832383,181665.6,POINT (460691.14829999954 181665.59999999963)
None,None,ZBARHT31,None,381,25610631,1790277,12DDX,32E48222-9354-11D6-9595-0002A54212B3,LIVE,ZBARHT31,ZWKREGCN,VENT,526523.6,182279.1,POINT (526523.5999999996 182279.09999999963)
ZBOWDN,None,None,None,381,25765070,1796077,12HV1,D710F0D4-7881-4DF4-BC38-A5805836AFCA,LIVE,ZWKREGWE,ZBOWDN,UNK,486972.7,192725,POINT (486972.7000000002 192725)
ZBRETH,None,ZBRETH01,None,254,16370073,1789143,12CIF,4CC7CAA7-9349-11D6-9595-0002A54212B3,LIVE,ZBRETH01,ZBRETH,VENT,445833.4,238468.2,POINT (445833.4000000004 238468.19999999925)
ZELTHM,None,ZELTHM25,None,355,null,7253993,4BH8T,None,LIVE,ZELTHM25,ZELTHM,None,559120.03852478,174875.03089187,POINT (559120.0384999998 174875.03089999966)
ZCRYST,None,ZCRYST01,None,254,21877095,1790711,12DPZ,1857A70E-9355-11D6-9595-0002A54212B3,LIVE,ZCRYST01,ZCRYST,VENT,531884.9,171943.1,POINT (531884.9000000004 171943.09999999963)
ZFINSB,None,None,None,304.8,21836938,1791284,12E5W,2992F7FC-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB,ZWKREGEN,VENT,534577.1,181347.5,POINT (534577.0999999996 181347.5)
ZWIDDN,None,ZWIDDN20,None,100,14359072,1789537,12CTD,7B9A3BDD-9350-11D6-9595-0002A54212B3,LIVE,ZWIDDN20,ZWIDDN,VENT,487655.7,194898.7,POINT (487655.7000000002 194898.69999999925)
ZBRETH,None,None,None,600,26001540,1796226,12HZ6,09D3FC37-593A-491E-97E0-AB588F8AC666,LIVE,ZBRETH,ZWKREGWE,UNK,448861.5,242606.9,POINT (448861.5 242606.90000000037)
ZEPSOM,None,ZEPSOM02,ZEPSOM03,152.4,14692286,1789706,12CY2,F832E5EF-9352-11D6-9595-0002A54212B3,LIVE,ZEPSOM02,ZEPSOM03,VENT,520750.7,161701.80000000002,POINT (520750.7000000002 161701.80000000075)
ZMAIDL,None,None,ZMAIDL61,254,22045420,1790041,12D7D,76C4752C-9354-11D6-9595-0002A54212B3,LIVE,ZMAIDL,ZMAIDL61,VENT,529451.5,183039.5,POINT (529451.5 183039.5)
ZSTKWD,None,ZSTKWD30,None,228.6,21891308,1789465,12CRD,296A58DC-9351-11D6-9595-0002A54212B3,LIVE,ZSTKWD30,ZSTKWD,VENT,496854.8,180838.30000000002,POINT (496854.7999999998 180838.30000000075)
None,None,None,None,304.8,22056882,1790498,12DK2,003CD69E-9354-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,None,VENT,523103.08716942,181535.20733379,POINT (523103.08719999995 181535.2072999999)
ZWINWD,None,ZWINWD01,None,152.4,21876267,1789081,12CGP,98193AEE-934A-11D6-9595-0002A54212B3,LIVE,ZWINWD01,ZWINWD,VENT,480696.10000000003,201247.80000000002,POINT (480696.0999999996 201247.80000000075)
ZELTHM,None,ZELTHM08,None,152.4,null,7663852,5K9HS,None,LIVE,ZELTHM08,ZELTHM,None,548468.39507204,173913.93934798,POINT (548468.3951000003 173913.93930000067)
ZBICLY,None,None,None,600,25019208,1795760,12HM8,1D61A7BA-B854-48C1-899F-920B763B415F,LIVE,ZBICLY,ZWKREGES,UNK,535298,174821.2,POINT (535298 174821.19999999925)
ZEALBS,None,ZEALBS09,ZEALBS06,300,22067507,1790159,12DAN,EBF61B67-9352-11D6-9595-0002A54212B3,LIVE,ZEALBS09,ZEALBS06,VENT,518526.60000000003,182538.80000000002,POINT (518526.5999999996 182538.80000000075)
ZFINSB,None,ZFINSB52,None,152.4,15697901,1791165,12E2L,785D1C60-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB52,ZFINSB,VENT,538139.9,182146.30000000002,POINT (538139.9000000004 182146.30000000075)
ZFINSB,None,None,None,304.8,22155365,1791095,12E0N,4EDD3B21-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB,ZWKREGEN,VENT,536437.7,181775.9,POINT (536437.7000000002 181775.90000000037)
ZEALNG,None,ZEALNG03,None,100,25648262,1789835,12D1N,DE3E2A97-9352-11D6-9595-0002A54212B3,LIVE,ZEALNG03,ZEALNG,VENT,515431.8,180173,POINT (515431.7999999998 180173)
ZSUR30,None,ZSUR3008,ZSUR3009,150,22041435,1789611,12CVF,1ADCD74A-9353-11D6-9595-0002A54212B3,LIVE,ZSUR3008,ZSUR3009,VENT,525103.3,169907.6,POINT (525103.2999999998 169907.59999999963)
ZCIREN,None,ZCIREN03,None,203.20000000000002,13750053,1797255,12IRR,0B0FFB73-9347-11D6-9595-0002A54212B3,LIVE,ZCIREN03,ZCIREN,UNK,400935.60000000003,204373.9,POINT (400935.5999999996 204373.90000000037)
ZBIPRV,None,ZBIPRV03,None,177.8,25153998,1790702,12DPQ,9E2A9A60-150F-4747-B5F9-6FA2133348FA,LIVE,ZBIPRV03,ZBIPRV,UNK,535561,173022.2,POINT (535561 173022.19999999925)
None,None,None,None,450,22198729,1795863,12HP3,E4E30508-9354-11D6-9595-0002A54212B3,LIVE,TF000001                      ,None,UNK,537100.4771,162803.1831,POINT (537100.4770999998 162803.18310000002)
ZASHDN,None,ZASHDN02,ZASHDN00,254,25049061,1789077,12CGL,44C07CA8-B85C-4992-B2B6-28CDC81F8BA8,LIVE,ZASHDN02,ZASHDN00,UNK,472680.3,211310.7,POINT (472680.2999999998 211310.69999999925)
ZRIVSE,ZWKREGES,None,None,700,null,9327190,6KXXM,None,LIVE,ZRIVSE,ZOXLWD,None,550894.64,176922.41,POINT (550894.6399999997 176922.41000000015)
ZBOWSH,None,None,None,null,null,9140283,5GXPR,None,LIVE,ZBOWSH,None,None,478503.4989,177877.0658,POINT (478503.4989 177877.06579999998)
ZNEWFM,None,ZNEWFM04,None,80,26326180,1789830,12D1I,CED0702B-934F-11D6-9595-0002A54212B3,LIVE,ZNEWFM04,ZNEWFM,VENT,475893.60000000003,182354.9,POINT (475893.5999999996 182354.90000000037)
ZBLACK,None,None,None,254,25453942,1796196,12HYC,C44BD192-08CE-4254-99AE-06D4D17B3FE2,LIVE,ZBLACK,ZWKREGCS,UNK,488924.13316125,132352.56683875,POINT (488924.13320000004 132352.56680000015)
ZHAM36,None,ZHAM3605,None,406.40000000000003,22073760,1790208,12DC0,B80387B8-9353-11D6-9595-0002A54212B3,LIVE,ZHAM3605,ZHAM36,VENT,528592.6,175211.7,POINT (528592.5999999996 175211.69999999925)
ZHAM36,None,ZHAM3641,ZHAM3642,300,null,9240425,6I2YH,None,LIVE,ZHAM3641,ZHAM3642,None,524592.10250736,174408.22892403,POINT (524592.1025 174408.22890000045)
ZMAIDL,None,ZMAIDL64,None,null,null,8644098,56TF0,None,LIVE,ZMAIDL64,ZMAIDL,VENT,528931.80432513,183949.02656543,POINT (528931.8043 183949.02659999952)
ZCARTN,None,ZCARTN04,None,180,22148301,1789057,12CG1,0730A1C5-9348-11D6-9595-0002A54212B3,LIVE,ZCARTN04,ZCARTN,UNK,428268.5,207527.4,POINT (428268.5 207527.40000000037)
ZCOCKF,None,None,ZCOCKF07,304.8,16358632,1790126,12D9Q,8E736A9E-9354-11D6-9595-0002A54212B3,LIVE,ZCOCKF,ZCOCKF07,UNK,529917.41,193430.715,POINT (529917.4100000001 193430.71499999985)
ZEALNG,None,ZEALNG01,ZEALNG04,177.8,21831360,1789824,12D1C,B5900A33-9352-11D6-9595-0002A54212B3,LIVE,ZEALNG01,ZEALNG04,VENT,516713.4,179887.9,POINT (516713.4000000004 179887.90000000037)
ZSTKWD,None,ZSTKWD03,None,150,26376832,1789775,12CZZ,D0C519F0-8DFF-46D5-86C0-B45806E839E4,LIVE,ZSTKWD03,ZSTKWD,UNK,493648.9,175756.5,POINT (493648.9000000004 175756.5)
ZCHIGW,None,ZCHIGW04,None,101.60000000000001,25812389,1791266,12E5E,3D4FFF85-9358-11D6-9595-0002A54212B3,LIVE,ZCHIGW04,ZCHIGW,VENT,542135.1,194544.30000000002,POINT (542135.0999999996 194544.30000000075)
ZFINSB,None,ZFINSB27,None,450,16392839,1791023,12DYN,6D5D7CC6-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB27,ZFINSB,VENT,538367.4,180527.6,POINT (538367.4000000004 180527.59999999963)
ZFRNBO,None,ZFRNBO23,None,200,25155411,1791634,12EFM,B93F00F5-222E-4C04-9B43-C4EDA3B8D6A8,LIVE,ZFRNBO23,ZFRNBO,UNK,543988.9,171151.9,POINT (543988.9000000004 171151.90000000037)
None,None,None,None,200,22130948,1792117,12ET1,BDF82BF4-9347-11D6-9595-0002A54212B3,LIVE,TF000090                      ,None,FBM,419182.60000000003,227494.30000000002,POINT (419182.5999999996 227494.30000000075)
ZELTHM,None,None,ZELTHM32,101.60000000000001,25015883,1791501,12EBX,61DC867F-38C7-4C77-97B6-8622A198944D,LIVE,ZELTHM,ZELTHM32,UNK,551027.3,172911,POINT (551027.2999999998 172911)
ZPUTNY,None,None,None,762,22194604,1796074,12HUY,544C2142-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY,ZWKREGCS,UNK,523718,174191,POINT (523718 174191)
ZFINSB,None,ZFINSB42,None,177.8,22077908,1791091,12E0J,59E4097F-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB42,ZFINSB,VENT,536296.7,183552.9,POINT (536296.7000000002 183552.90000000037)
ZKIDDP,None,ZKIDDP03,None,250,25611197,1790280,12DE0,3B81CFBE-9354-11D6-9595-0002A54212B3,LIVE,ZKIDDP,ZKIDDP,VENT,526649.4082,184439.34,POINT (526649.4082000004 184439.33999999985)
ZWOODF,None,ZWOODF128,None,150,null,7321826,4DYK2,None,LIVE,ZWOODF128,None,None,540338.3019,183969.2332,POINT (540338.3019000003 183969.2332000006)
ZSUR30,None,ZSUR3023,None,304.8,22043810,1789719,12CYF,1ADCC41F-9353-11D6-9595-0002A54212B3,LIVE,ZSUR3023,ZSUR30,VENT,522091.9,169337.9,POINT (522091.9000000004 169337.90000000037)
ZKEMPT,None,ZKEMPT07,ZKEMPT15,300,null,9045122,5EV9E,None,LIVE,ZKEMPT07,ZKEMPT15,None,513575.7471,175605.0648,POINT (513575.74710000027 175605.06479999982)
ZFINSB,None,ZFINSB04,None,304.8,22054606,1791327,12E73,31A13869-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB04,ZFINSB,VENT,534846.7,183592.80000000002,POINT (534846.7000000002 183592.80000000075)
ZHOGSB,None,None,ZHOGSB03,150,25875140,1796145,12HWX,B79FD165-91A4-4788-8B44-DDB0E2F4F4F5,LIVE,ZWKREGCS,ZHOGSB03,FBM,497489.9,148592.80000000002,POINT (497489.9000000004 148592.80000000075)
ZNEWFM,None,ZNEWFM05,None,150,22056544,1789831,12D1J,CED073EB-934F-11D6-9595-0002A54212B3,LIVE,ZNEWFM05,ZNEWFM,VENT,476140.5,181893.5,POINT (476140.5 181893.5)
None,None,None,None,457.2,22201154,1795800,12HNC,067F9B04-9355-11D6-9595-0002A54212B3,LIVE,ZWKREGCS,None,UNK,530531.77859495,174239.12908896,POINT (530531.7785999998 174239.1291000005)
ZEALBS,None,ZEALBS09,ZEALBS05,101.60000000000001,21887397,1790161,12DAP,EBF61697-9352-11D6-9595-0002A54212B3,LIVE,ZEALBS05,ZEALBS05,VENT,518604.8,181885.1,POINT (518604.7999999998 181885.09999999963)
ZCROKC,None,ZCROKC06,ZCROKC00,228.6,14163119,1789189,12CJP,C7B91EF9-934D-11D6-9595-0002A54212B3,LIVE,ZCROKC,ZCROKC00,VENT,451618,167424,POINT (451618 167424)
ZCHIGB,ZCHIGB,ZCHIGB01,None,150,null,8191852,5WLVG,None,LIVE,ZCHIGB01,ZCHIGB01,None,546677.83725447,192958.7812844,POINT (546677.8372999998 192958.78130000085)
ZDNSTW,None,ZDNSTW06,None,152.4,26337144,1796235,12HZF,4CC7CFBF-9349-11D6-9595-0002A54212B3,LIVE,TF000018                      ,ZDNSTW06,UNK,446627.9,233036.4,POINT (446627.9000000004 233036.40000000037)
ZMAIDL,None,ZMAIDL36,None,177.8,22045417,1790907,12DVF,C8618044-9355-11D6-9595-0002A54212B3,LIVE,ZMAIDL36,ZMAIDL,VENT,530724.4,183686.30000000002,POINT (530724.4000000004 183686.30000000075)
None,None,None,None,500,null,7567595,4I77Z,None,LIVE,TF000079                      ,None,None,499843.7691,147807.3372,POINT (499843.76910000015 147807.33720000088)
ZBROML,None,ZBROML05,None,152.4,21877588,1790811,12DSR,ABFE850D-9355-11D6-9595-0002A54212B3,LIVE,ZBROML05,ZBROML,VENT,539193.8,170889.1,POINT (539193.7999999998 170889.09999999963)
ZBARHT,None,ZBARHT64,ZBARHT60,304.8,22047048,1789634,12CW2,399AFA3F-9353-11D6-9595-0002A54212B3,LIVE,ZBARHT64,ZBARHT60,VENT,520372.3,178515.6,POINT (520372.2999999998 178515.59999999963)
ZSHTWR,ZOXLWD,None,None,250,null,9327166,6KXWY,None,LIVE,ZSHTWR01,ZOXLWD,None,542751.8200000001,176325.47,POINT (542751.8200000003 176325.47000000067)
ZSEWRD,None,None,None,null,null,10234792,63D8S,None,LIVE,ZSEWRD,None,OTH,533942.8088,197760.8513,POINT (533942.8087999998 197760.85129999928)
ZEARLB,None,ZEARLB10,ZEARLB13,300,16335354,1789900,12D3G,8DE6B6D4-934F-11D6-9595-0002A54212B3,LIVE,ZEARLB10,ZEARLB13,VENT,473650.60000000003,170435.6,POINT (473650.5999999996 170435.59999999963)
ZHAM36,None,ZHAM3621,None,381,22074343,1790627,12DNN,1001D2B5-9355-11D6-9595-0002A54212B3,LIVE,ZHAM3621,ZHAM36,VENT,530977.4,177337.2,POINT (530977.4000000004 177337.19999999925)
ZWOODF,None,ZWOODF49,None,228.6,22037425,1791717,12EHX,F60E9F8B-9357-11D6-9595-0002A54212B3,LIVE,ZWOODF49,ZWOODF,VENT,540162.5,183323.4,POINT (540162.5 183323.40000000037)
ZPEWLY,None,None,ZPEWLY11,250,25016976,1789843,12D1V,E34C43B4-9351-11D6-9595-0002A54212B3,LIVE,ZPEWLY,ZPEWLY11,UNK,502661.2,150649,POINT (502661.2000000002 150649)
ZEARLB,None,ZEARLB02,ZEARLB10,304.8,16339818,1789898,12D3E,8DE6B83B-934F-11D6-9595-0002A54212B3,LIVE,ZEARLB02,ZEARLB10,VENT,473273.9,170253.80000000002,POINT (473273.9000000004 170253.80000000075)
ZOVPRV,None,ZOVPRV09,None,200,22191482,1790532,12DL0,222D5E70-9355-11D6-9595-0002A54212B3,LIVE,ZOVPRV,ZOVPRV,VENT,531203.3,176281,POINT (531203.2999999998 176281)
ZFARNH,None,None,ZFARNH18,150,16142195,1791788,12EJW,D4A4334A-9357-11D6-9595-0002A54212B3,LIVE,ZFARNH,ZFARNH18,VENT,548416.1,171242.6,POINT (548416.0999999996 171242.59999999963)
ZWOODF,None,ZWOODF44,ZWOODF50,177.8,19084954,1791777,12EJL,0C6FE079-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF44,ZWOODF50,VENT,542348.1,184271.6,POINT (542348.0999999996 184271.59999999963)
ZBLUNS,None,ZBLUNS15,None,150,null,10246455,64M8R,None,LIVE,ZBLUNS15,None,None,415351.0356,184921.08610000001,POINT (415351.03560000006 184921.0861000009)
ZWOODF,None,ZWOODF37,None,152.4,22039945,1791750,12EIU,F60EAC2D-9357-11D6-9595-0002A54212B3,LIVE,ZWOODF,ZWOODF,VENT,540498.9037,185419.8246,POINT (540498.9036999997 185419.82459999993)
ZFARNH,None,ZFARNH04,None,100,null,10633351,6CXRV,None,LIVE,ZFARNH04,None,None,546521.0343,167195.4943,POINT (546521.0343000004 167195.49430000037)
ZBEGBH,None,ZBEGBH04,None,250,null,10336878,66K0I,None,LIVE,ZBEGBH,ZBEGBH04,None,459249.1846,190577.63,POINT (459249.18460000027 190577.63000000082)
ZCHESS,None,ZCHESS18,ZCHESS17,150,null,10191913,62G5P,None,LIVE,ZCHESS17,ZCHESS17,None,517672.1829,163338.1107,POINT (517672.18290000036 163338.11070000008)
ZHORSH,None,ZHORSH03,ZHORSH02,150,null,9972630,6YRYI,None,LIVE,ZHORSH03,ZHORSH02,None,459170.2,204158,POINT (459170.2000000002 204158)
ZSTRMR,None,ZSTRMR06,None,250,26201450,1798034,12JDE,BA60D071-2A77-44FA-866E-2BF131830DB1,LIVE,ZWKREGCS,ZSTRMR,FBM,530544.5869,174276.3663,POINT (530544.5869000005 174276.36629999988)
ZCOLDA,None,ZCOLDA05,None,350,null,10403106,67Z36,None,LIVE,ZCOLDA05,ZCROKC,None,452677.8019,168210.6367,POINT (452677.8019000003 168210.6367000006)
ZSEWRD,None,ZSEWRD02,None,150,null,10787997,6F83L,None,PROP,ZSEWRD02,None,None,535777.6966,202692.6135,POINT (535777.6966000004 202692.6135000009)
ZWOODF,None,ZWOODF118,None,381,21876916,1791721,12EI1,19DDD31B-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF118,ZWOODF,VENT,543466.3,183858.9,POINT (543466.2999999998 183858.90000000037)
ZFARNH,None,ZFARNH13,None,762,22036562,1791490,12EBM,552C5EB5-9358-11D6-9595-0002A54212B3,LIVE,ZFARNH13,ZFARNH,VENT,551940,168299.5,POINT (551940 168299.5)
ZFARNH,None,None,None,228.6,22200710,1795963,12HRV,712D805D-9358-11D6-9595-0002A54212B3,LIVE,RF000001,None,UNK,553548.7216,165505.9057,POINT (553548.7215999998 165505.9057)
ZFRNBO,None,ZFRNBO17,ZFRNBO16,300,16324637,1791897,12EMX,6119FBCB-9357-11D6-9595-0002A54212B3,LIVE,ZFRNBO16,ZFRNBO16,VENT,546967.0928,167534.7673,POINT (546967.0927999998 167534.7673000004)
ZSTHFL,None,None,None,355,null,10656546,6CFN6,None,LIVE,ZSTHFL,None,None,558728.1675,173878.3401,POINT (558728.1675000004 173878.34009999968)
ZWOODF,None,ZWOODF42,None,228.6,21876919,1791689,12EH5,F60E9F52-9357-11D6-9595-0002A54212B3,LIVE,ZWOODF42,ZWOODF,VENT,540101.3,183345.2,POINT (540101.2999999998 183345.19999999925)
ZWOODF,None,None,ZWOODF16,101.60000000000001,22039309,1791162,12E2I,59E426F4-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF16,ZWOODF,VENT,536747.1,189670.6,POINT (536747.0999999996 189670.59999999963)
ZBISHW,None,None,None,609.6,null,10436692,68P04,None,LIVE,ZBISHW,None,None,524317.1078,187041.0462,POINT (524317.1078000003 187041.04619999975)
ZDROPM,ZDROPM,ZDROPM01,None,152.4,null,10487357,69S3H,None,LIVE,ZDROPM01,ZDROPM01,None,491388.3939,184576.4309,POINT (491388.39389999956 184576.43090000004)
ZWOODF,None,ZWOODF48,None,125,null,10801441,6GIG1,None,LIVE,ZWOODF,ZWOODF48,None,539397.2349,181663.0067,POINT (539397.2348999996 181663.0066999998)
ZARDLY,None,None,None,102,13917422,1794057,12GAX,CD820830-9349-11D6-9595-0002A54212B3,LIVE,ZARDLY,None,VENT,450087.3,220373.9,POINT (450087.2999999998 220373.90000000037)
